Brand,Model_Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_kmpl,Mileage_km/kg,Power_m,Engine_m
Chevrolet,Aveo,Mumbai,2008,75000,Petrol,Manual,2,5.0,1.15,15.26,0.0,74.9,1150.0
Maruti,Ciaz,Kochi,2016,40347,Petrol,Manual,1,5.0,7.8,20.73,0.0,91.2,1373.0
Hyundai,i20,Hyderabad,2012,60788,Diesel,Manual,1,5.0,4.5,23.0,0.0,90.0,1396.0
Honda,Jazz,Kochi,2018,18664,Petrol,Manual,1,5.0,7.56,18.7,0.0,88.7,1199.0
Mahindra,XUV500,Coimbatore,2017,57847,Diesel,Manual,1,7.0,16.08,16.0,0.0,140.0,2179.0
Hyundai,i20,Bangalore,2012,52237,Petrol,Manual,1,5.0,4.5,17.0,0.0,80.0,1197.0
Hyundai,Verna,Chennai,2012,128000,Diesel,Manual,1,5.0,5.0,22.32,0.0,126.32,1582.0
Hyundai,i10,Delhi,2011,54000,Petrol,Manual,1,5.0,2.2,19.81,0.0,68.05,1086.0
Maruti,Celerio,Bangalore,2014,49800,Petrol,Automatic,1,5.0,4.0,23.1,0.0,67.04,998.0
Skoda,Fabia,Kolkata,2012,98000,Diesel,Manual,1,5.0,2.51,20.86,0.0,73.9,1199.0
Maruti,Swift,Delhi,2015,60095,Diesel,Manual,1,5.0,4.75,25.2,0.0,74.0,1248.0
Hyundai,i10,Pune,2008,68000,Petrol,Manual,2,5.0,2.0,16.0,0.0,66.7,1086.0
Hyundai,i10,Jaipur,2010,81402,Petrol,Manual,2,5.0,2.1,20.36,0.0,78.9,1197.0
Ford,Ecosport,Mumbai,2013,38000,Petrol,Automatic,1,5.0,6.25,16.5,0.0,110.0,1499.0
Mercedes-Benz,E-Class,Kochi,2011,92239,Diesel,Automatic,2,5.0,10.6,11.5,0.0,210.0,2987.0
Maruti,Swift,Ahmedabad,2017,49224,Diesel,Manual,1,5.0,6.0,25.2,0.0,74.0,1248.0
Maruti,800,Jaipur,2004,12000,Petrol,Manual,2,4.0,0.45,16.1,0.0,37.0,796.0
Maruti,Swift,Pune,2010,54898,Petrol,Manual,3,5.0,2.5,16.1,0.0,88.2,1298.0
Hyundai,Creta,Mumbai,2018,2500,Petrol,Manual,1,5.0,12.75,15.29,0.0,121.3,1591.0
BMW,X1,Kochi,2017,32838,Diesel,Automatic,1,5.0,30.29,17.05,0.0,190.0,1995.0
Ford,Ikon,Hyderabad,2006,27076,Petrol,Manual,1,5.0,1.6,13.8,0.0,70.0,1299.0
Ford,Ecosport,Kochi,2017,75445,Diesel,Manual,1,5.0,7.54,22.7,0.0,89.84,1498.0
Maruti,Ciaz,Kochi,2015,46601,Petrol,Manual,1,5.0,6.84,20.73,0.0,91.1,1373.0
Volkswagen,Passat,Kolkata,2012,72000,Diesel,Automatic,1,5.0,6.0,18.33,0.0,167.7,1968.0
Honda,Jazz,Pune,2017,27000,Diesel,Manual,1,5.0,8.0,27.3,0.0,98.6,1498.0
Audi,A4,Coimbatore,2016,68193,Diesel,Automatic,1,5.0,24.74,17.11,0.0,174.33,1968.0
Hyundai,Grand,Kochi,2017,34429,Diesel,Manual,1,5.0,5.5,24.0,0.0,70.0,1120.0
Mercedes-Benz,GL-Class,Delhi,2013,46000,Diesel,Automatic,1,7.0,36.0,12.0,0.0,224.0,2987.0
Toyota,Innova,Coimbatore,2013,80544,Diesel,Manual,1,7.0,11.79,12.99,0.0,100.6,2494.0
Nissan,Sunny,Jaipur,2011,42000,Petrol,Manual,2,5.0,3.0,16.95,0.0,97.7,1498.0
Skoda,Laura,Bangalore,2011,94821,Diesel,Automatic,2,5.0,6.75,20.0,0.0,138.1,1968.0
Chevrolet,Aveo,Jaipur,2006,100000,Petrol,Manual,1,5.0,1.4,14.49,0.0,92.7,1399.0
Honda,Mobilio,Mumbai,2014,57000,Diesel,Manual,1,7.0,5.75,24.2,0.0,98.6,1498.0
Maruti,Ritz,Hyderabad,2010,79894,Diesel,Manual,1,5.0,3.4,21.1,0.0,73.9,1248.0
Volkswagen,Polo,Coimbatore,2011,44748,Petrol,Manual,2,5.0,4.89,16.47,0.0,73.9,1198.0
Nissan,Terrano,Mumbai,2013,31000,Petrol,Manual,1,5.0,4.95,13.24,0.0,102.5,1598.0
Maruti,A-Star,Coimbatore,2013,60587,Petrol,Automatic,2,5.0,3.49,16.98,0.0,66.1,998.0
Toyota,Etios,Pune,2011,32000,Diesel,Manual,1,5.0,3.85,23.59,0.0,110.0,1364.0
Honda,City,Pune,2014,43772,Petrol,Manual,1,5.0,6.35,17.0,0.0,118.0,1497.0
Hyundai,Grand,Coimbatore,2017,23576,Petrol,Automatic,1,5.0,7.08,18.9,0.0,82.0,1197.0
Jaguar,XE,Hyderabad,2017,4000,Diesel,Automatic,1,5.0,38.0,13.6,0.0,177.0,1999.0
Mahindra,Scorpio,Kolkata,2012,62000,Diesel,Manual,1,8.0,6.25,12.05,0.0,120.0,2179.0
Mercedes-Benz,New,Mumbai,2011,36000,Petrol,Automatic,1,5.0,10.15,11.74,0.0,186.0,1796.0
Skoda,Superb,Delhi,2014,80000,Petrol,Automatic,1,5.0,10.75,13.7,0.0,157.75,1798.0
Chevrolet,Cruze,Pune,2012,137008,Diesel,Automatic,1,4.0,4.65,18.1,0.0,147.9,1991.0
Mahindra,Scorpio,Delhi,2010,61001,Diesel,Manual,1,8.0,4.75,12.05,0.0,120.0,2179.0
Hyundai,Verna,Coimbatore,2015,52191,Petrol,Manual,1,5.0,7.78,17.1,0.0,121.3,1591.0
Hyundai,i20,Hyderabad,2016,77076,Diesel,Manual,1,5.0,6.75,23.0,0.0,90.0,1396.0
Honda,City,Hyderabad,2008,56000,Petrol,Automatic,1,5.0,2.99,16.4,0.0,78.0,1497.0
Hyundai,i10,Kolkata,2013,21000,Petrol,Manual,1,5.0,2.35,20.36,0.0,78.9,1197.0
Honda,Amaze,Delhi,2013,89429,Diesel,Manual,1,5.0,3.65,25.8,0.0,98.6,1498.0
Maruti,Wagon,Delhi,2012,45631,Petrol,Manual,2,5.0,2.74,22.5,0.0,67.04,998.0
Honda,Brio,Jaipur,2013,53959,Petrol,Manual,1,5.0,3.5,19.4,0.0,86.8,1198.0
Hyundai,i20,Kochi,2014,55804,Petrol,Manual,1,5.0,4.76,17.0,0.0,80.0,1197.0
Volkswagen,Vento,Kochi,2016,25899,Petrol,Manual,1,5.0,6.2,15.04,0.0,103.2,1598.0
Skoda,Octavia,Pune,2008,82000,Diesel,Manual,2,5.0,2.35,18.7,0.0,66.0,1896.0
Mercedes-Benz,E-Class,Mumbai,2014,52000,Diesel,Automatic,1,5.0,24.5,13.0,0.0,204.0,2143.0
Renault,Duster,Pune,2013,20000,Petrol,Manual,1,5.0,6.0,13.24,0.0,102.57,1598.0
Hyundai,EON,Hyderabad,2017,31829,Petrol,Manual,1,5.0,3.65,21.1,0.0,55.2,814.0
Maruti,Swift,Coimbatore,2016,18094,Petrol,Manual,2,5.0,6.26,18.6,0.0,85.8,1197.0
Nissan,Micra,Jaipur,2011,80000,Diesel,Manual,2,5.0,2.1,19.5,0.0,110.0,1461.0
Audi,Q5,Mumbai,2015,11964,Diesel,Automatic,1,5.0,32.95,13.22,0.0,241.4,2967.0
Hyundai,i20,Coimbatore,2018,22684,Petrol,Manual,1,5.0,7.8,18.6,0.0,81.83,1197.0
Honda,Brio,Bangalore,2014,43521,Petrol,Manual,1,5.0,4.25,19.4,0.0,86.8,1198.0
Maruti,Swift,Kochi,2014,49386,Petrol,Manual,1,5.0,4.86,17.5,0.0,85.8,1298.0
Hyundai,Grand,Delhi,2017,12248,Petrol,Manual,1,5.0,4.9,18.9,0.0,81.86,1197.0
Mahindra,Xylo,Coimbatore,2014,67771,Diesel,Manual,1,8.0,7.06,11.68,0.0,112.0,2498.0
Volkswagen,Polo,Delhi,2015,60007,Petrol,Automatic,1,4.0,4.5,17.21,0.0,189.0,1798.0
Maruti,Alto,Coimbatore,2011,48624,Petrol,Manual,1,5.0,3.22,24.07,0.0,67.1,998.0
Volkswagen,Polo,Kolkata,2014,30000,Diesel,Manual,1,5.0,3.25,22.07,0.0,73.9,1199.0
Hyundai,Grand,Delhi,2016,81605,Petrol,Manual,1,5.0,4.53,18.9,0.0,82.0,1197.0
Mercedes-Benz,New,Coimbatore,2017,32642,Diesel,Automatic,1,5.0,34.78,14.84,0.0,170.0,2143.0
Hyundai,Verna,Pune,2014,34200,Petrol,Automatic,1,5.0,6.5,15.74,0.0,121.3,1591.0
Fiat,Punto,Chennai,2010,72204,Petrol,Manual,1,5.0,2.25,15.7,0.0,67.0,1172.0
Toyota,Innova,Pune,2011,156347,Diesel,Manual,2,8.0,8.0,12.99,0.0,100.0,2494.0
Mahindra,TUV,Kochi,2017,47357,Diesel,Automatic,1,7.0,8.37,18.49,0.0,100.0,1493.0
Volkswagen,Polo,Coimbatore,2015,61738,Diesel,Manual,1,5.0,5.39,20.14,0.0,88.8,1498.0
BMW,5,Kochi,2018,32586,Diesel,Automatic,1,5.0,37.3,22.48,0.0,190.0,1995.0
Mercedes-Benz,GLE,Coimbatore,2018,40129,Diesel,Automatic,1,5.0,70.8,11.57,0.0,254.79,2987.0
Mercedes-Benz,M-Class,Mumbai,2012,51000,Diesel,Automatic,1,5.0,22.25,11.74,0.0,254.8,2987.0
Hyundai,Grand,Kochi,2018,10393,Petrol,Manual,1,5.0,6.03,18.9,0.0,81.86,1197.0
Skoda,Superb,Mumbai,2011,46000,Petrol,Automatic,1,5.0,4.9,13.7,0.0,157.75,1798.0
Hyundai,i10,Chennai,2013,21000,Petrol,Automatic,1,5.0,3.96,16.95,0.0,78.9,1197.0
Hyundai,i20,Hyderabad,2011,113562,Diesel,Manual,1,5.0,4.6,23.0,0.0,90.0,1396.0
Mahindra,Scorpio,Mumbai,2011,100010,Diesel,Manual,2,8.0,5.5,12.05,0.0,120.0,2179.0
Honda,Brio,Mumbai,2013,63107,Petrol,Manual,1,5.0,3.25,19.4,0.0,86.8,1198.0
Hyundai,i20,Jaipur,2017,58500,Petrol,Manual,1,5.0,6.25,18.6,0.0,81.83,1197.0
Ford,Endeavour,Pune,2007,90000,Diesel,Manual,4,7.0,3.0,10.9,0.0,143.0,2499.0
Hyundai,Verna,Chennai,2011,108242,Diesel,Manual,1,5.0,4.25,16.8,0.0,110.0,1493.0
Toyota,Fortuner,Pune,2011,146300,Diesel,Manual,1,7.0,12.25,11.5,0.0,171.0,2982.0
BMW,X1,Pune,2011,62943,Diesel,Automatic,2,5.0,10.95,17.05,0.0,184.0,1995.0
Toyota,Fortuner,Delhi,2013,65000,Diesel,Automatic,1,7.0,16.5,12.55,0.0,168.5,2982.0
Honda,Amaze,Pune,2018,1700,Petrol,Automatic,1,5.0,7.8,19.0,0.0,88.76,1199.0
Hyundai,i10,Kochi,2013,34697,Petrol,Manual,1,5.0,3.7,19.81,0.0,68.05,1086.0
Hyundai,i20,Hyderabad,2012,58000,Petrol,Manual,1,5.0,4.0,17.0,0.0,80.0,1197.0
BMW,3,Mumbai,2015,32500,Diesel,Automatic,1,5.0,26.75,19.59,0.0,187.74,1995.0
Audi,Q3,Coimbatore,2016,58661,Diesel,Automatic,1,5.0,28.03,15.17,0.0,181.0,1968.0
Maruti,Swift,Kochi,2017,37124,Petrol,Manual,1,5.0,5.44,20.4,0.0,81.8,1197.0
Maruti,Baleno,Delhi,2017,44000,Petrol,Automatic,1,5.0,6.2,21.4,0.0,83.1,1197.0
Hyundai,Accent,Kolkata,2005,45200,Petrol,Manual,1,5.0,0.9,13.2,0.0,94.0,1495.0
Maruti,Ritz,Mumbai,2016,11000,Petrol,Manual,1,5.0,3.95,18.5,0.0,85.8,1197.0
Tata,Nano,Pune,2011,65000,Petrol,Manual,2,4.0,0.44,26.0,0.0,35.0,624.0
Ford,Figo,Ahmedabad,2012,55005,Diesel,Manual,1,5.0,2.75,20.0,0.0,68.0,1399.0
Volkswagen,Passat,Hyderabad,2011,81650,Diesel,Automatic,1,5.0,7.5,18.33,0.0,167.7,1968.0
Fiat,Linea,Chennai,2010,160000,Diesel,Manual,2,5.0,2.5,19.0,0.0,93.0,1248.0
Mahindra,Xylo,Hyderabad,2015,169000,Diesel,Manual,1,7.0,5.0,14.95,0.0,93.7,2489.0
Maruti,Wagon,Hyderabad,2013,67263,Petrol,Manual,1,5.0,3.6,18.9,0.0,67.1,998.0
Toyota,Etios,Kochi,2012,44223,Petrol,Manual,1,5.0,3.99,17.6,0.0,88.7,1496.0
Hyundai,Grand,Coimbatore,2015,36840,Petrol,Manual,1,5.0,5.64,18.9,0.0,82.0,1197.0
Toyota,Innova,Pune,2014,160000,Diesel,Manual,1,8.0,12.0,12.99,0.0,100.0,2494.0
Tata,Indica,Kolkata,2008,133000,Diesel,Manual,1,5.0,0.7,16.8,0.0,62.0,1405.0
BMW,3,Mumbai,2015,69123,Diesel,Automatic,1,5.0,19.0,18.88,0.0,184.0,1995.0
Ford,Endeavour,Delhi,2017,38000,Diesel,Automatic,1,7.0,30.48,10.91,0.0,197.0,3198.0
Maruti,Ciaz,Mumbai,2017,5500,Petrol,Manual,1,5.0,8.2,21.56,0.0,103.25,1462.0
Ford,Figo,Kolkata,2015,1001,Diesel,Manual,1,5.0,7.55,25.83,0.0,99.0,1498.0
Chevrolet,Aveo,Pune,2007,59000,Petrol,Manual,3,5.0,0.99,15.26,0.0,74.9,1150.0
Honda,City,Delhi,2011,78256,Petrol,Automatic,1,5.0,4.15,16.8,0.0,118.0,1497.0
Nissan,Sunny,Chennai,2016,90000,Petrol,Manual,1,5.0,6.2,16.95,0.0,97.6,1498.0
Maruti,Swift,Kolkata,2016,18000,Petrol,Manual,1,5.0,4.4,19.1,0.0,85.8,1197.0
Ford,Figo,Kolkata,2012,60000,Diesel,Manual,1,5.0,2.1,20.0,0.0,68.0,1399.0
Fiat,Grande,Jaipur,2011,130000,Diesel,Manual,1,5.0,2.2,20.3,0.0,75.0,1248.0
Hyundai,Elite,Coimbatore,2018,32851,Petrol,Manual,1,5.0,8.34,18.6,0.0,81.86,1197.0
Maruti,Swift,Kolkata,2014,32000,Diesel,Manual,1,5.0,4.35,23.4,0.0,74.0,1248.0
Ford,Ecosport,Hyderabad,2014,62700,Diesel,Manual,1,5.0,6.8,22.7,0.0,89.84,1498.0
Maruti,Swift,Jaipur,2010,71000,Diesel,Manual,1,5.0,3.3,19.3,0.0,73.9,1248.0
Hyundai,Grand,Kochi,2016,19947,Petrol,Manual,1,5.0,5.04,18.9,0.0,82.0,1197.0
Ford,Endeavour,Hyderabad,2012,91000,Diesel,Automatic,1,7.0,9.2,11.4,0.0,153.86,2953.0
Volkswagen,Polo,Hyderabad,2014,74000,Diesel,Manual,1,5.0,5.7,22.07,0.0,73.9,1199.0
Mahindra,TUV,Kochi,2018,55594,Diesel,Manual,1,7.0,8.48,18.49,0.0,100.0,1493.0
BMW,X6,Hyderabad,2013,58000,Diesel,Automatic,1,4.0,48.0,11.2,0.0,306.0,2993.0
Renault,Duster,Hyderabad,2012,110224,Diesel,Manual,1,5.0,6.1,19.01,0.0,108.45,1461.0
Maruti,Wagon,Ahmedabad,2010,21002,Petrol,Manual,1,5.0,2.75,22.5,0.0,67.04,998.0
Maruti,Ertiga,Pune,2017,121000,Diesel,Manual,1,7.0,8.0,24.52,0.0,88.5,1248.0
Maruti,Alto,Jaipur,2010,73513,Petrol,Manual,1,5.0,1.85,19.7,0.0,46.3,796.0
Maruti,Wagon,Jaipur,2015,34000,Petrol,Automatic,1,5.0,3.85,20.51,0.0,67.0,998.0
Maruti,Eeco,Coimbatore,2017,28371,Petrol,Manual,1,7.0,4.74,15.1,0.0,73.0,1196.0
Renault,Duster,Kochi,2013,74755,Diesel,Manual,1,5.0,5.63,19.6,0.0,108.45,1461.0
Maruti,Zen,Kochi,2011,25805,Petrol,Manual,1,5.0,2.62,18.2,0.0,64.0,1061.0
Renault,Duster,Kochi,2015,82603,Petrol,Manual,1,5.0,4.9,13.06,0.0,102.53,1598.0
Honda,Civic,Chennai,2006,110000,Petrol,Manual,1,5.0,2.65,13.5,0.0,130.0,1799.0
Mahindra,XUV500,Delhi,2012,88000,Diesel,Manual,1,7.0,5.99,16.0,0.0,140.0,2179.0
Mahindra,Verito,Chennai,2011,110000,Diesel,Manual,2,5.0,2.4,21.0,0.0,64.1,1461.0
Renault,KWID,Delhi,2017,15000,Petrol,Manual,1,5.0,4.25,21.7,0.0,67.0,999.0
Porsche,Cayenne,Mumbai,2013,70000,Diesel,Automatic,1,5.0,40.0,15.15,0.0,240.0,2967.0
Maruti,Swift,Pune,2008,150000,Diesel,Manual,2,5.0,2.7,28.4,0.0,74.0,1248.0
Datsun,GO,Hyderabad,2016,19000,Petrol,Manual,1,5.0,2.99,20.63,0.0,67.0,1198.0
Hyundai,i20,Chennai,2011,37442,Petrol,Manual,1,5.0,3.4,18.5,0.0,80.0,1197.0
BMW,5,Coimbatore,2016,63111,Diesel,Automatic,2,5.0,30.8,18.12,0.0,190.0,1995.0
Maruti,Ertiga,Mumbai,2012,88000,Diesel,Manual,1,7.0,5.85,20.77,0.0,88.8,1248.0
Hyundai,Grand,Jaipur,2014,42355,Petrol,Manual,1,5.0,4.0,18.9,0.0,82.0,1197.0
BMW,3,Coimbatore,2011,75871,Petrol,Automatic,1,5.0,14.12,9.43,0.0,254.0,2996.0
Chevrolet,Cruze,Mumbai,2011,65000,Diesel,Manual,1,5.0,4.55,17.9,0.0,163.7,1998.0
Mercedes-Benz,M-Class,Pune,2015,69000,Diesel,Automatic,1,5.0,38.0,18.0,0.0,165.0,2987.0
Maruti,Ritz,Jaipur,2011,79232,Diesel,Manual,1,5.0,2.9,21.1,0.0,73.9,1248.0
Mercedes-Benz,New,Pune,2007,220000,Petrol,Automatic,2,5.0,6.0,11.74,0.0,186.0,1796.0
Hyundai,i20,Kochi,2016,28470,Petrol,Manual,1,5.0,6.95,18.6,0.0,81.83,1197.0
Hyundai,EON,Kolkata,2014,9759,Petrol,Manual,1,5.0,2.75,20.3,0.0,68.05,998.0
Maruti,Swift,Pune,2014,75216,Diesel,Manual,1,5.0,5.1,22.9,0.0,74.0,1248.0
Hyundai,i20,Chennai,2017,8000,Petrol,Manual,1,5.0,6.75,18.6,0.0,81.83,1197.0
Maruti,Ritz,Mumbai,2014,59451,Petrol,Manual,1,5.0,3.69,18.5,0.0,85.8,1197.0
Maruti,Swift,Hyderabad,2013,53996,Diesel,Manual,1,5.0,5.45,22.9,0.0,74.0,1248.0
Honda,WRV,Kochi,2018,15135,Petrol,Manual,1,5.0,9.29,17.5,0.0,88.7,1199.0
Hyundai,Xcent,Chennai,2015,53000,Petrol,Automatic,2,5.0,4.0,16.9,0.0,81.86,1197.0
Honda,Amaze,Kolkata,2013,40000,Petrol,Manual,1,5.0,2.9,18.0,0.0,86.7,1198.0
Hyundai,Verna,Pune,2013,21107,Petrol,Manual,1,5.0,5.25,17.1,0.0,121.3,1591.0
Honda,City,Mumbai,2014,56000,Petrol,Manual,1,5.0,5.75,16.8,0.0,116.3,1497.0
Hyundai,Creta,Coimbatore,2017,19623,Petrol,Manual,1,5.0,13.12,15.29,0.0,121.3,1591.0
Mahindra,XUV500,Kochi,2014,70963,Diesel,Manual,1,7.0,7.83,15.1,0.0,140.0,2179.0
Maruti,Wagon,Mumbai,2013,25755,CNG,Manual,1,5.0,3.15,18.0,26.6,58.16,998.0
Toyota,Innova,Mumbai,2013,51450,Diesel,Manual,1,7.0,10.4,12.8,0.0,102.0,2494.0
Maruti,Swift,Pune,2012,75000,Diesel,Manual,1,5.0,4.35,22.9,0.0,74.0,1248.0
Maruti,Wagon,Coimbatore,2017,37832,Petrol,Automatic,1,5.0,5.23,22.5,0.0,67.0,998.0
Hyundai,Grand,Coimbatore,2016,43041,Petrol,Manual,1,5.0,6.01,18.9,0.0,81.86,1197.0
Honda,Amaze,Hyderabad,2014,97236,Diesel,Manual,1,5.0,4.4,25.8,0.0,98.6,1498.0
BMW,3,Chennai,2010,83000,Diesel,Automatic,1,5.0,12.75,16.07,0.0,181.0,1995.0
Ford,Figo,Delhi,2011,65000,Petrol,Manual,1,5.0,2.4,15.6,0.0,70.0,1196.0
Volkswagen,Ameo,Kochi,2018,46007,Petrol,Manual,1,5.0,5.71,17.0,0.0,73.75,1198.0
Ford,Ecosport,Kochi,2015,65925,Diesel,Manual,2,5.0,5.49,22.7,0.0,89.84,1498.0
Honda,City,Pune,2004,73500,Petrol,Manual,2,5.0,1.3,13.0,0.0,90.0,1343.0
Mahindra,XUV500,Kolkata,2014,55000,Diesel,Manual,1,7.0,8.5,16.0,0.0,140.0,2179.0
Toyota,Fortuner,Delhi,2012,115000,Diesel,Manual,1,7.0,12.99,13.0,0.0,168.5,2982.0
Hyundai,Grand,Kolkata,2017,31184,Petrol,Manual,1,5.0,5.0,18.9,0.0,81.86,1197.0
Maruti,Dzire,Pune,2017,41747,Diesel,Automatic,1,5.0,9.0,28.4,0.0,73.75,1248.0
Maruti,Swift,Kochi,2016,38143,Diesel,Manual,1,5.0,5.22,22.9,0.0,74.0,1248.0
Volkswagen,Polo,Pune,2012,19030,Petrol,Manual,1,5.0,3.8,16.47,0.0,73.9,1198.0
Toyota,Etios,Coimbatore,2019,20877,Petrol,Manual,1,5.0,7.27,18.16,0.0,78.9,1197.0
Maruti,Swift,Mumbai,2016,23555,Petrol,Manual,1,5.0,5.1,22.0,0.0,81.8,1197.0
Mercedes-Benz,E-Class,Bangalore,2013,29000,Diesel,Automatic,1,5.0,29.0,14.21,0.0,203.0,2143.0
Maruti,Wagon,Pune,2013,61000,Petrol,Manual,1,5.0,2.9,18.9,0.0,67.1,998.0
Tata,Nano,Kochi,2012,4187,Petrol,Manual,1,4.0,1.38,26.0,0.0,35.0,624.0
Skoda,Laura,Bangalore,2011,46000,Petrol,Manual,1,5.0,5.5,13.4,0.0,157.8,1798.0
Volkswagen,Polo,Mumbai,2016,28000,Petrol,Automatic,1,5.0,7.25,17.21,0.0,103.5,1197.0
Hyundai,Verna,Coimbatore,2014,83558,Diesel,Manual,1,5.0,6.98,22.32,0.0,126.32,1582.0
Tata,Bolt,Hyderabad,2017,40000,Diesel,Manual,1,5.0,5.25,22.95,0.0,74.0,1248.0
Hyundai,EON,Kolkata,2013,36000,Petrol,Manual,1,5.0,1.95,21.1,0.0,55.2,814.0
Audi,A4,Bangalore,2014,21000,Diesel,Automatic,1,5.0,24.5,17.11,0.0,174.33,1968.0
Toyota,Innova,Kochi,2013,62162,Diesel,Manual,1,7.0,8.31,12.99,0.0,100.0,2494.0
Mercedes-Benz,M-Class,Hyderabad,2012,83000,Diesel,Automatic,1,5.0,36.0,11.74,0.0,254.8,2987.0
Hyundai,Xcent,Pune,2015,58000,Diesel,Manual,1,5.0,5.5,24.4,0.0,71.0,1120.0
Honda,Accord,Kochi,2011,62332,Petrol,Automatic,1,5.0,5.89,11.7,0.0,177.6,2354.0
Volkswagen,Vento,Kochi,2016,50867,Diesel,Manual,1,5.0,7.95,20.34,0.0,103.2,1498.0
Hyundai,i20,Mumbai,2010,73000,Petrol,Manual,1,5.0,2.75,17.0,0.0,80.0,1197.0
Hyundai,Elantra,Jaipur,2012,98008,Diesel,Manual,1,5.0,6.25,22.7,0.0,126.24,1582.0
Ford,Figo,Hyderabad,2015,36000,Diesel,Manual,1,5.0,4.95,20.0,0.0,68.05,1399.0
Hyundai,i20,Kochi,2019,27339,Petrol,Manual,1,5.0,6.27,18.6,0.0,81.83,1197.0
Hyundai,Verna,Kolkata,2017,25000,Diesel,Manual,1,5.0,8.65,23.9,0.0,126.2,1582.0
Hyundai,Grand,Kolkata,2014,37000,Petrol,Manual,1,5.0,3.5,18.9,0.0,82.0,1197.0
Audi,Q5,Hyderabad,2015,56000,Diesel,Automatic,1,5.0,35.0,14.16,0.0,174.3,1968.0
Maruti,Swift,Kolkata,2015,27000,Petrol,Manual,1,5.0,4.45,17.5,0.0,85.8,1298.0
Hyundai,i20,Kolkata,2012,37000,Petrol,Manual,1,5.0,2.65,18.5,0.0,80.0,1197.0
Mahindra,KUV,Kolkata,2017,10500,Diesel,Manual,1,5.0,4.7,25.32,0.0,77.0,1198.0
Hyundai,Elantra,Ahmedabad,2014,49000,Diesel,Automatic,1,5.0,8.9,18.23,0.0,126.2,1582.0
Jeep,Compass,Mumbai,2017,7000,Diesel,Manual,1,5.0,17.45,17.1,0.0,170.0,1956.0
Maruti,Vitara,Coimbatore,2017,71256,Diesel,Manual,1,5.0,9.58,24.3,0.0,88.5,1248.0
Toyota,Corolla,Kochi,2012,83184,Petrol,Manual,1,5.0,6.22,14.28,0.0,138.03,1798.0
Mahindra,XUV500,Kolkata,2013,87284,Diesel,Manual,1,7.0,7.8,15.1,0.0,140.0,2179.0
BMW,X1,Mumbai,2016,7000,Diesel,Automatic,1,5.0,27.75,20.68,0.0,190.0,1995.0
Hyundai,i20,Pune,2015,29000,Diesel,Manual,2,5.0,7.0,22.54,0.0,88.73,1396.0
Mercedes-Benz,GLE,Coimbatore,2017,33552,Diesel,Automatic,1,5.0,64.87,11.57,0.0,254.79,2987.0
Chevrolet,Cruze,Bangalore,2013,64000,Diesel,Manual,2,5.0,6.5,17.3,0.0,163.7,1998.0
Hyundai,i20,Jaipur,2011,82000,Petrol,Manual,2,5.0,2.7,18.5,0.0,80.0,1197.0
Honda,Brio,Mumbai,2012,70000,Petrol,Manual,2,5.0,2.5,19.4,0.0,86.8,1198.0
Nissan,Evalia,Hyderabad,2013,166194,Diesel,Manual,1,7.0,3.9,19.3,0.0,84.8,1461.0
Volkswagen,Polo,Delhi,2015,58000,Petrol,Manual,1,5.0,3.95,16.47,0.0,73.9,1198.0
Hyundai,i10,Chennai,2010,77000,Petrol,Manual,2,5.0,2.1,20.36,0.0,78.9,1197.0
Chevrolet,Cruze,Pune,2009,73204,Diesel,Automatic,3,4.0,3.5,18.1,0.0,147.9,1991.0
Hyundai,i10,Hyderabad,2007,70000,Petrol,Manual,2,5.0,2.0,19.81,0.0,68.05,1086.0
Maruti,Ertiga,Delhi,2014,79870,Diesel,Manual,1,7.0,5.35,20.77,0.0,88.76,1248.0
Honda,Amaze,Delhi,2013,90000,Diesel,Manual,1,5.0,3.8,25.8,0.0,98.6,1498.0
Mercedes-Benz,A,Mumbai,2016,17000,Petrol,Automatic,1,5.0,17.25,15.5,0.0,122.0,1595.0
Hyundai,Grand,Kochi,2018,46493,Petrol,Manual,1,5.0,5.53,18.9,0.0,81.86,1197.0
Hyundai,i10,Pune,2009,68000,Petrol,Manual,3,5.0,1.95,20.36,0.0,78.9,1197.0
Maruti,Swift,Hyderabad,2017,2000,Diesel,Manual,1,5.0,8.2,28.4,0.0,74.0,1248.0
Honda,City,Pune,1999,140000,Petrol,Manual,1,5.0,0.9,13.0,0.0,90.0,1343.0
Toyota,Innova,Pune,2013,255000,Diesel,Manual,3,7.0,6.5,12.99,0.0,100.6,2494.0
Mini,Cooper,Coimbatore,2014,45535,Diesel,Automatic,1,5.0,19.41,23.8,0.0,112.0,1998.0
Fiat,Linea,Coimbatore,2016,39228,Petrol,Manual,1,5.0,6.58,15.7,0.0,112.4,1368.0
Chevrolet,Aveo,Mumbai,2011,57000,Petrol,Manual,2,5.0,2.1,14.49,0.0,92.7,1399.0
Hyundai,i10,Chennai,2008,85445,Petrol,Manual,2,5.0,2.0,19.81,0.0,68.05,1086.0
Hyundai,Xcent,Delhi,2015,54000,Diesel,Manual,1,5.0,3.7,24.4,0.0,71.0,1120.0
Maruti,Celerio,Mumbai,2014,53000,Petrol,Automatic,1,5.0,3.8,23.1,0.0,67.04,998.0
Hyundai,i10,Jaipur,2014,60000,Petrol,Manual,1,5.0,3.25,20.36,0.0,78.9,1197.0
